"Date and Time Run 1","Time (s) Run 1","Voltage (V) Run 1","Date and Time Run 2","Time (s) Run 2","Voltage (V) Run 2","Date and Time Run 3","Time (s) Run 3","Voltage (V) Run 3","Date and Time Run 4","Time (s) Run 4","Voltage (V) Run 4","Date and Time Run 5","Time (s) Run 5","Voltage (V) Run 5","Date and Time Run 6","Time (s) Run 6","Voltage (V) Run 6","Date and Time Run 7","Time (s) Run 7","Voltage (V) Run 7","Date and Time Run 8","Time (s) Run 8","Voltage (V) Run 8","Date and Time Run 9","Time (s) Run 9","Voltage (V) Run 9","Date and Time Run 10","Time (s) Run 10","Voltage (V) Run 10","Date and Time Run 11","Time (s) Run 11","Voltage (V) Run 11","Date and Time Run 12","Time (s) Run 12","Voltage (V) Run 12","Date and Time Run 13","Time (s) Run 13","Voltage (V) Run 13","Date and Time Run 14","Time (s) Run 14","Voltage (V) Run 14","Date and Time Run 15","Time (s) Run 15","Voltage (V) Run 15","Date and Time Run 16","Time (s) Run 16","Voltage (V) Run 16"
05/13/2024 04:07:53 pm,0.711,0.022,05/13/2024 04:11:10 pm,-0.289,-9.405E-4,05/13/2024 04:11:41 pm,-0.289,0.001,05/13/2024 04:12:31 pm,-0.289,-0.001,05/13/2024 04:13:24 pm,-0.289,-1.553E-4,05/13/2024 04:14:18 pm,0.211,-0.001,05/13/2024 04:15:14 pm,0.211,-0.056,05/13/2024 04:17:21 pm,0.211,0.002,05/13/2024 04:19:30 pm,0.211,0.053,05/13/2024 04:19:38 pm,0.211,0.004,05/13/2024 04:21:45 pm,0.211,-0.011,05/13/2024 04:22:27 pm,0.211,0.003,05/13/2024 04:23:23 pm,0.211,-0.006,05/13/2024 04:23:45 pm,0.211,1.553E-4,05/13/2024 04:28:53 pm,0.211,0.001,05/13/2024 04:42:56 pm,0.211,-0.040
05/13/2024 04:07:53 pm,0.712,0.024,05/13/2024 04:11:10 pm,-0.288,0.001,05/13/2024 04:11:41 pm,-0.288,4.702E-4,05/13/2024 04:12:31 pm,-0.288,-0.001,05/13/2024 04:13:24 pm,-0.288,4.659E-4,05/13/2024 04:14:18 pm,0.212,-9.319E-4,05/13/2024 04:15:14 pm,0.212,-0.038,05/13/2024 04:17:21 pm,0.212,0.002,05/13/2024 04:19:30 pm,0.212,0.051,05/13/2024 04:19:38 pm,0.212,0.003,05/13/2024 04:21:45 pm,0.212,-0.014,05/13/2024 04:22:27 pm,0.212,0.006,05/13/2024 04:23:23 pm,0.212,-0.005,05/13/2024 04:23:45 pm,0.212,1.553E-4,05/13/2024 04:28:53 pm,0.212,-0.002,05/13/2024 04:42:56 pm,0.212,-0.029
05/13/2024 04:07:53 pm,0.713,0.024,05/13/2024 04:11:10 pm,-0.287,0.003,05/13/2024 04:11:41 pm,-0.287,-4.702E-4,05/13/2024 04:12:31 pm,-0.287,-0.002,05/13/2024 04:13:24 pm,-0.287,-1.553E-4,05/13/2024 04:14:18 pm,0.213,-0.001,05/13/2024 04:15:14 pm,0.213,-0.025,05/13/2024 04:17:21 pm,0.213,0.002,05/13/2024 04:19:30 pm,0.213,0.045,05/13/2024 04:19:38 pm,0.213,0.002,05/13/2024 04:21:45 pm,0.213,-0.017,05/13/2024 04:22:27 pm,0.213,0.010,05/13/2024 04:23:23 pm,0.213,-0.004,05/13/2024 04:23:45 pm,0.213,0.001,05/13/2024 04:28:53 pm,0.213,-0.006,05/13/2024 04:42:56 pm,0.213,-0.022
05/13/2024 04:07:53 pm,0.714,0.019,05/13/2024 04:11:10 pm,-0.286,0.000,05/13/2024 04:11:41 pm,-0.286,4.702E-4,05/13/2024 04:12:31 pm,-0.286,-0.002,05/13/2024 04:13:24 pm,-0.286,3.106E-4,05/13/2024 04:14:18 pm,0.214,-6.213E-4,05/13/2024 04:15:14 pm,0.214,-0.017,05/13/2024 04:17:21 pm,0.214,0.003,05/13/2024 04:19:30 pm,0.214,0.034,05/13/2024 04:19:38 pm,0.214,0.001,05/13/2024 04:21:45 pm,0.214,-0.018,05/13/2024 04:22:27 pm,0.214,0.010,05/13/2024 04:23:23 pm,0.214,-0.003,05/13/2024 04:23:45 pm,0.214,0.003,05/13/2024 04:28:53 pm,0.214,-0.009,05/13/2024 04:42:56 pm,0.214,-0.017
05/13/2024 04:07:53 pm,0.715,0.020,05/13/2024 04:11:10 pm,-0.285,4.702E-4,05/13/2024 04:11:41 pm,-0.285,0.002,05/13/2024 04:12:31 pm,-0.285,-9.319E-4,05/13/2024 04:13:24 pm,-0.285,7.766E-4,05/13/2024 04:14:18 pm,0.215,-0.001,05/13/2024 04:15:14 pm,0.215,-0.011,05/13/2024 04:17:21 pm,0.215,0.005,05/13/2024 04:19:30 pm,0.215,0.026,05/13/2024 04:19:38 pm,0.215,4.659E-4,05/13/2024 04:21:45 pm,0.215,-0.016,05/13/2024 04:22:27 pm,0.215,0.015,05/13/2024 04:23:23 pm,0.215,-0.002,05/13/2024 04:23:45 pm,0.215,0.004,05/13/2024 04:28:53 pm,0.215,-0.013,05/13/2024 04:42:56 pm,0.215,-0.013
05/13/2024 04:07:53 pm,0.716,0.020,05/13/2024 04:11:10 pm,-0.284,9.405E-4,05/13/2024 04:11:41 pm,-0.284,-4.702E-4,05/13/2024 04:12:31 pm,-0.284,-0.001,05/13/2024 04:13:24 pm,-0.284,3.106E-4,05/13/2024 04:14:18 pm,0.216,-4.659E-4,05/13/2024 04:15:14 pm,0.216,-0.008,05/13/2024 04:17:21 pm,0.216,0.006,05/13/2024 04:19:30 pm,0.216,0.020,05/13/2024 04:19:38 pm,0.216,7.766E-4,05/13/2024 04:21:45 pm,0.216,-0.013,05/13/2024 04:22:27 pm,0.216,0.021,05/13/2024 04:23:23 pm,0.216,-0.003,05/13/2024 04:23:45 pm,0.216,0.006,05/13/2024 04:28:53 pm,0.216,-0.016,05/13/2024 04:42:56 pm,0.216,-0.009
05/13/2024 04:07:53 pm,0.717,0.022,05/13/2024 04:11:10 pm,-0.283,-4.702E-4,05/13/2024 04:11:41 pm,-0.283,-4.702E-4,05/13/2024 04:12:31 pm,-0.283,-0.001,05/13/2024 04:13:24 pm,-0.283,0.000,05/13/2024 04:14:18 pm,0.217,-6.213E-4,05/13/2024 04:15:14 pm,0.217,-0.005,05/13/2024 04:17:21 pm,0.217,0.008,05/13/2024 04:19:30 pm,0.217,0.016,05/13/2024 04:19:38 pm,0.217,0.000,05/13/2024 04:21:45 pm,0.217,-0.009,05/13/2024 04:22:27 pm,0.217,0.027,05/13/2024 04:23:23 pm,0.217,-0.003,05/13/2024 04:23:45 pm,0.217,0.009,05/13/2024 04:28:53 pm,0.217,-0.022,05/13/2024 04:42:56 pm,0.217,-0.007
05/13/2024 04:07:53 pm,0.718,0.023,05/13/2024 04:11:10 pm,-0.282,4.702E-4,05/13/2024 04:11:41 pm,-0.282,0.003,05/13/2024 04:12:31 pm,-0.282,-0.002,05/13/2024 04:13:24 pm,-0.282,-4.659E-4,05/13/2024 04:14:18 pm,0.218,-6.213E-4,05/13/2024 04:15:14 pm,0.218,-0.004,05/13/2024 04:17:21 pm,0.218,0.010,05/13/2024 04:19:30 pm,0.218,0.012,05/13/2024 04:19:38 pm,0.218,-0.001,05/13/2024 04:21:45 pm,0.218,-0.007,05/13/2024 04:22:27 pm,0.218,0.035,05/13/2024 04:23:23 pm,0.218,-0.002,05/13/2024 04:23:45 pm,0.218,0.014,05/13/2024 04:28:53 pm,0.218,-0.032,05/13/2024 04:42:56 pm,0.218,-0.004
05/13/2024 04:07:53 pm,0.719,0.020,05/13/2024 04:11:10 pm,-0.281,0.000,05/13/2024 04:11:41 pm,-0.281,4.702E-4,05/13/2024 04:12:31 pm,-0.281,-0.002,05/13/2024 04:13:24 pm,-0.281,-3.106E-4,05/13/2024 04:14:18 pm,0.219,-6.213E-4,05/13/2024 04:15:14 pm,0.219,-0.003,05/13/2024 04:17:21 pm,0.219,0.013,05/13/2024 04:19:30 pm,0.219,0.008,05/13/2024 04:19:38 pm,0.219,-6.213E-4,05/13/2024 04:21:45 pm,0.219,-0.005,05/13/2024 04:22:27 pm,0.219,0.039,05/13/2024 04:23:23 pm,0.219,-0.003,05/13/2024 04:23:45 pm,0.219,0.019,05/13/2024 04:28:53 pm,0.219,-0.043,05/13/2024 04:42:56 pm,0.219,-0.001
05/13/2024 04:07:53 pm,0.720,0.021,05/13/2024 04:11:10 pm,-0.280,9.405E-4,05/13/2024 04:11:41 pm,-0.280,0.000,05/13/2024 04:12:31 pm,-0.280,-0.001,05/13/2024 04:13:24 pm,-0.280,-3.106E-4,05/13/2024 04:14:18 pm,0.220,-0.001,05/13/2024 04:15:14 pm,0.220,-0.003,05/13/2024 04:17:21 pm,0.220,0.018,05/13/2024 04:19:30 pm,0.220,0.006,05/13/2024 04:19:38 pm,0.220,-3.106E-4,05/13/2024 04:21:45 pm,0.220,-0.003,05/13/2024 04:22:27 pm,0.220,0.035,05/13/2024 04:23:23 pm,0.220,-0.003,05/13/2024 04:23:45 pm,0.220,0.027,05/13/2024 04:28:53 pm,0.220,-0.058,05/13/2024 04:42:56 pm,0.220,0.003
05/13/2024 04:07:53 pm,0.721,0.023,05/13/2024 04:11:10 pm,-0.279,9.405E-4,05/13/2024 04:11:41 pm,-0.279,-9.405E-4,05/13/2024 04:12:31 pm,-0.279,-9.319E-4,05/13/2024 04:13:24 pm,-0.279,3.106E-4,05/13/2024 04:14:18 pm,0.221,-7.766E-4,05/13/2024 04:15:14 pm,0.221,-0.002,05/13/2024 04:17:21 pm,0.221,0.020,05/13/2024 04:19:30 pm,0.221,0.005,05/13/2024 04:19:38 pm,0.221,-1.553E-4,05/13/2024 04:21:45 pm,0.221,-0.002,05/13/2024 04:22:27 pm,0.221,0.024,05/13/2024 04:23:23 pm,0.221,-0.003,05/13/2024 04:23:45 pm,0.221,0.037,05/13/2024 04:28:53 pm,0.221,-0.080,05/13/2024 04:42:56 pm,0.221,0.005
05/13/2024 04:07:53 pm,0.722,0.021,05/13/2024 04:11:10 pm,-0.278,0.002,05/13/2024 04:11:41 pm,-0.278,-9.405E-4,05/13/2024 04:12:31 pm,-0.278,-0.001,05/13/2024 04:13:24 pm,-0.278,1.553E-4,05/13/2024 04:14:18 pm,0.222,-6.213E-4,05/13/2024 04:15:14 pm,0.222,-0.002,05/13/2024 04:17:21 pm,0.222,0.022,05/13/2024 04:19:30 pm,0.222,0.004,05/13/2024 04:19:38 pm,0.222,-4.659E-4,05/13/2024 04:21:45 pm,0.222,-0.002,05/13/2024 04:22:27 pm,0.222,0.008,05/13/2024 04:23:23 pm,0.222,-0.003,05/13/2024 04:23:45 pm,0.222,0.058,05/13/2024 04:28:53 pm,0.222,-0.115,05/13/2024 04:42:56 pm,0.222,0.009
05/13/2024 04:07:53 pm,0.723,0.022,05/13/2024 04:11:10 pm,-0.277,9.405E-4,05/13/2024 04:11:41 pm,-0.277,9.405E-4,05/13/2024 04:12:31 pm,-0.277,-0.001,05/13/2024 04:13:24 pm,-0.277,-1.553E-4,05/13/2024 04:14:18 pm,0.223,-7.766E-4,05/13/2024 04:15:14 pm,0.223,-0.002,05/13/2024 04:17:21 pm,0.223,0.026,05/13/2024 04:19:30 pm,0.223,0.003,05/13/2024 04:19:38 pm,0.223,-9.319E-4,05/13/2024 04:21:45 pm,0.223,-0.002,05/13/2024 04:22:27 pm,0.223,-0.008,05/13/2024 04:23:23 pm,0.223,-0.003,05/13/2024 04:23:45 pm,0.223,0.075,05/13/2024 04:28:53 pm,0.223,-0.166,05/13/2024 04:42:56 pm,0.223,0.012
05/13/2024 04:07:53 pm,0.724,0.021,05/13/2024 04:11:10 pm,-0.276,0.002,05/13/2024 04:11:41 pm,-0.276,-0.001,05/13/2024 04:12:31 pm,-0.276,-0.002,05/13/2024 04:13:24 pm,-0.276,0.000,05/13/2024 04:14:18 pm,0.224,-0.001,05/13/2024 04:15:14 pm,0.224,-0.002,05/13/2024 04:17:21 pm,0.224,0.030,05/13/2024 04:19:30 pm,0.224,0.002,05/13/2024 04:19:38 pm,0.224,-4.659E-4,05/13/2024 04:21:45 pm,0.224,-0.002,05/13/2024 04:22:27 pm,0.224,-0.025,05/13/2024 04:23:23 pm,0.224,-0.003,05/13/2024 04:23:45 pm,0.224,0.084,05/13/2024 04:28:53 pm,0.224,-0.239,05/13/2024 04:42:56 pm,0.224,0.017
05/13/2024 04:07:53 pm,0.725,0.022,05/13/2024 04:11:10 pm,-0.275,0.001,05/13/2024 04:11:41 pm,-0.275,4.702E-4,05/13/2024 04:12:31 pm,-0.275,-0.001,05/13/2024 04:13:24 pm,-0.275,9.319E-4,05/13/2024 04:14:18 pm,0.225,-9.319E-4,05/13/2024 04:15:14 pm,0.225,-0.002,05/13/2024 04:17:21 pm,0.225,0.033,05/13/2024 04:19:30 pm,0.225,0.002,05/13/2024 04:19:38 pm,0.225,-9.319E-4,05/13/2024 04:21:45 pm,0.225,-0.002,05/13/2024 04:22:27 pm,0.225,-0.041,05/13/2024 04:23:23 pm,0.225,-0.005,05/13/2024 04:23:45 pm,0.225,0.081,05/13/2024 04:28:53 pm,0.225,-0.336,05/13/2024 04:42:56 pm,0.225,0.024
05/13/2024 04:07:53 pm,0.726,0.022,05/13/2024 04:11:10 pm,-0.274,-4.702E-4,05/13/2024 04:11:41 pm,-0.274,-0.001,05/13/2024 04:12:31 pm,-0.274,-0.002,05/13/2024 04:13:24 pm,-0.274,6.213E-4,05/13/2024 04:14:18 pm,0.226,-1.553E-4,05/13/2024 04:15:14 pm,0.226,-0.002,05/13/2024 04:17:21 pm,0.226,0.034,05/13/2024 04:19:30 pm,0.226,0.001,05/13/2024 04:19:38 pm,0.226,-3.106E-4,05/13/2024 04:21:45 pm,0.226,-0.002,05/13/2024 04:22:27 pm,0.226,-0.057,05/13/2024 04:23:23 pm,0.226,-0.005,05/13/2024 04:23:45 pm,0.226,0.067,05/13/2024 04:28:53 pm,0.226,-0.448,05/13/2024 04:42:56 pm,0.226,0.033
05/13/2024 04:07:53 pm,0.727,0.022,05/13/2024 04:11:10 pm,-0.273,4.702E-4,05/13/2024 04:11:41 pm,-0.273,0.001,05/13/2024 04:12:31 pm,-0.273,-0.002,05/13/2024 04:13:24 pm,-0.273,1.553E-4,05/13/2024 04:14:18 pm,0.227,-7.766E-4,05/13/2024 04:15:14 pm,0.227,-0.003,05/13/2024 04:17:21 pm,0.227,0.029,05/13/2024 04:19:30 pm,0.227,9.319E-4,05/13/2024 04:19:38 pm,0.227,6.213E-4,05/13/2024 04:21:45 pm,0.227,-0.002,05/13/2024 04:22:27 pm,0.227,-0.068,05/13/2024 04:23:23 pm,0.227,-0.006,05/13/2024 04:23:45 pm,0.227,0.052,05/13/2024 04:28:53 pm,0.227,-0.488,05/13/2024 04:42:56 pm,0.227,0.044
05/13/2024 04:07:53 pm,0.728,0.022,05/13/2024 04:11:10 pm,-0.272,0.000,05/13/2024 04:11:41 pm,-0.272,-9.405E-4,05/13/2024 04:12:31 pm,-0.272,-0.002,05/13/2024 04:13:24 pm,-0.272,3.106E-4,05/13/2024 04:14:18 pm,0.228,-0.001,05/13/2024 04:15:14 pm,0.228,-0.004,05/13/2024 04:17:21 pm,0.228,0.019,05/13/2024 04:19:30 pm,0.228,6.213E-4,05/13/2024 04:19:38 pm,0.228,0.001,05/13/2024 04:21:45 pm,0.228,-0.002,05/13/2024 04:22:27 pm,0.228,-0.073,05/13/2024 04:23:23 pm,0.228,-0.008,05/13/2024 04:23:45 pm,0.228,0.035,05/13/2024 04:28:53 pm,0.228,-0.489,05/13/2024 04:42:56 pm,0.228,0.061
05/13/2024 04:07:53 pm,0.729,0.021,05/13/2024 04:11:10 pm,-0.271,0.000,05/13/2024 04:11:41 pm,-0.271,-4.702E-4,05/13/2024 04:12:31 pm,-0.271,-0.002,05/13/2024 04:13:24 pm,-0.271,1.553E-4,05/13/2024 04:14:18 pm,0.229,-9.319E-4,05/13/2024 04:15:14 pm,0.229,-0.005,05/13/2024 04:17:21 pm,0.229,0.005,05/13/2024 04:19:30 pm,0.229,6.213E-4,05/13/2024 04:19:38 pm,0.229,0.002,05/13/2024 04:21:45 pm,0.229,-0.002,05/13/2024 04:22:27 pm,0.229,-0.069,05/13/2024 04:23:23 pm,0.229,-0.011,05/13/2024 04:23:45 pm,0.229,0.015,05/13/2024 04:28:53 pm,0.229,-0.452,05/13/2024 04:42:56 pm,0.229,0.090
05/13/2024 04:07:53 pm,0.730,0.022,05/13/2024 04:11:10 pm,-0.270,9.405E-4,05/13/2024 04:11:41 pm,-0.270,-9.405E-4,05/13/2024 04:12:31 pm,-0.270,-3.106E-4,05/13/2024 04:13:24 pm,-0.270,0.000,05/13/2024 04:14:18 pm,0.230,-7.766E-4,05/13/2024 04:15:14 pm,0.230,-0.007,05/13/2024 04:17:21 pm,0.230,-0.010,05/13/2024 04:19:30 pm,0.230,3.106E-4,05/13/2024 04:19:38 pm,0.230,0.005,05/13/2024 04:21:45 pm,0.230,-0.002,05/13/2024 04:22:27 pm,0.230,-0.059,05/13/2024 04:23:23 pm,0.230,-0.015,05/13/2024 04:23:45 pm,0.230,-0.005,05/13/2024 04:28:53 pm,0.230,-0.373,05/13/2024 04:42:56 pm,0.230,0.124
05/13/2024 04:07:53 pm,0.731,0.020,05/13/2024 04:11:10 pm,-0.269,4.702E-4,05/13/2024 04:11:41 pm,-0.269,0.000,05/13/2024 04:12:31 pm,-0.269,-0.001,05/13/2024 04:13:24 pm,-0.269,3.106E-4,05/13/2024 04:14:18 pm,0.231,-0.001,05/13/2024 04:15:14 pm,0.231,-0.010,05/13/2024 04:17:21 pm,0.231,-0.025,05/13/2024 04:19:30 pm,0.231,6.213E-4,05/13/2024 04:19:38 pm,0.231,0.008,05/13/2024 04:21:45 pm,0.231,-0.002,05/13/2024 04:22:27 pm,0.231,-0.046,05/13/2024 04:23:23 pm,0.231,-0.019,05/13/2024 04:23:45 pm,0.231,-0.024,05/13/2024 04:28:53 pm,0.231,-0.257,05/13/2024 04:42:56 pm,0.231,0.169
05/13/2024 04:07:53 pm,0.732,0.021,05/13/2024 04:11:10 pm,-0.268,0.003,05/13/2024 04:11:41 pm,-0.268,4.702E-4,05/13/2024 04:12:31 pm,-0.268,-0.001,05/13/2024 04:13:24 pm,-0.268,-1.553E-4,05/13/2024 04:14:18 pm,0.232,-0.001,05/13/2024 04:15:14 pm,0.232,-0.014,05/13/2024 04:17:21 pm,0.232,-0.037,05/13/2024 04:19:30 pm,0.232,-6.213E-4,05/13/2024 04:19:38 pm,0.232,0.011,05/13/2024 04:21:45 pm,0.232,-9.319E-4,05/13/2024 04:22:27 pm,0.232,-0.030,05/13/2024 04:23:23 pm,0.232,-0.027,05/13/2024 04:23:45 pm,0.232,-0.028,05/13/2024 04:28:53 pm,0.232,-0.132,05/13/2024 04:42:56 pm,0.232,0.230
05/13/2024 04:07:53 pm,0.733,0.021,05/13/2024 04:11:10 pm,-0.267,4.702E-4,05/13/2024 04:11:41 pm,-0.267,0.000,05/13/2024 04:12:31 pm,-0.267,-0.001,05/13/2024 04:13:24 pm,-0.267,1.553E-4,05/13/2024 04:14:18 pm,0.233,-0.001,05/13/2024 04:15:14 pm,0.233,-0.014,05/13/2024 04:17:21 pm,0.233,-0.046,05/13/2024 04:19:30 pm,0.233,1.553E-4,05/13/2024 04:19:38 pm,0.233,0.015,05/13/2024 04:21:45 pm,0.233,-0.001,05/13/2024 04:22:27 pm,0.233,-0.012,05/13/2024 04:23:23 pm,0.233,-0.035,05/13/2024 04:23:45 pm,0.233,-0.032,05/13/2024 04:28:53 pm,0.233,-0.017,05/13/2024 04:42:56 pm,0.233,0.299
05/13/2024 04:07:53 pm,0.734,0.022,05/13/2024 04:11:10 pm,-0.266,-4.702E-4,05/13/2024 04:11:41 pm,-0.266,-9.405E-4,05/13/2024 04:12:31 pm,-0.266,-0.002,05/13/2024 04:13:24 pm,-0.266,7.766E-4,05/13/2024 04:14:18 pm,0.234,-7.766E-4,05/13/2024 04:15:14 pm,0.234,-0.007,05/13/2024 04:17:21 pm,0.234,-0.049,05/13/2024 04:19:30 pm,0.234,3.106E-4,05/13/2024 04:19:38 pm,0.234,0.021,05/13/2024 04:21:45 pm,0.234,-3.106E-4,05/13/2024 04:22:27 pm,0.234,0.008,05/13/2024 04:23:23 pm,0.234,-0.042,05/13/2024 04:23:45 pm,0.234,-0.039,05/13/2024 04:28:53 pm,0.234,0.093,05/13/2024 04:42:56 pm,0.234,0.361
05/13/2024 04:07:53 pm,0.735,0.022,05/13/2024 04:11:10 pm,-0.265,4.702E-4,05/13/2024 04:11:41 pm,-0.265,-4.702E-4,05/13/2024 04:12:31 pm,-0.265,-0.002,05/13/2024 04:13:24 pm,-0.265,6.213E-4,05/13/2024 04:14:18 pm,0.235,-1.553E-4,05/13/2024 04:15:14 pm,0.235,0.017,05/13/2024 04:17:21 pm,0.235,-0.042,05/13/2024 04:19:30 pm,0.235,0.000,05/13/2024 04:19:38 pm,0.235,0.024,05/13/2024 04:21:45 pm,0.235,0.000,05/13/2024 04:22:27 pm,0.235,0.023,05/13/2024 04:23:23 pm,0.235,-0.041,05/13/2024 04:23:45 pm,0.235,-0.049,05/13/2024 04:28:53 pm,0.235,0.249,05/13/2024 04:42:56 pm,0.235,0.403
05/13/2024 04:07:53 pm,0.736,0.022,05/13/2024 04:11:10 pm,-0.264,0.001,05/13/2024 04:11:41 pm,-0.264,4.702E-4,05/13/2024 04:12:31 pm,-0.264,-0.001,05/13/2024 04:13:24 pm,-0.264,1.553E-4,05/13/2024 04:14:18 pm,0.236,-6.213E-4,05/13/2024 04:15:14 pm,0.236,0.039,05/13/2024 04:17:21 pm,0.236,-0.032,05/13/2024 04:19:30 pm,0.236,4.659E-4,05/13/2024 04:19:38 pm,0.236,0.024,05/13/2024 04:21:45 pm,0.236,0.000,05/13/2024 04:22:27 pm,0.236,0.029,05/13/2024 04:23:23 pm,0.236,-0.025,05/13/2024 04:23:45 pm,0.236,-0.057,05/13/2024 04:28:53 pm,0.236,0.362,05/13/2024 04:42:56 pm,0.236,0.419
05/13/2024 04:07:53 pm,0.737,0.022,05/13/2024 04:11:10 pm,-0.263,-9.405E-4,05/13/2024 04:11:41 pm,-0.263,0.001,05/13/2024 04:12:31 pm,-0.263,-0.002,05/13/2024 04:13:24 pm,-0.263,3.106E-4,05/13/2024 04:14:18 pm,0.237,-3.106E-4,05/13/2024 04:15:14 pm,0.237,0.062,05/13/2024 04:17:21 pm,0.237,-0.024,05/13/2024 04:19:30 pm,0.237,3.106E-4,05/13/2024 04:19:38 pm,0.237,0.023,05/13/2024 04:21:45 pm,0.237,1.553E-4,05/13/2024 04:22:27 pm,0.237,0.025,05/13/2024 04:23:23 pm,0.237,-0.008,05/13/2024 04:23:45 pm,0.237,-0.064,05/13/2024 04:28:53 pm,0.237,0.444,05/13/2024 04:42:56 pm,0.237,0.401
05/13/2024 04:07:53 pm,0.738,0.020,05/13/2024 04:11:10 pm,-0.262,4.702E-4,05/13/2024 04:11:41 pm,-0.262,0.000,05/13/2024 04:12:31 pm,-0.262,-0.002,05/13/2024 04:13:24 pm,-0.262,6.213E-4,05/13/2024 04:14:18 pm,0.238,-7.766E-4,05/13/2024 04:15:14 pm,0.238,0.085,05/13/2024 04:17:21 pm,0.238,-0.017,05/13/2024 04:19:30 pm,0.238,0.002,05/13/2024 04:19:38 pm,0.238,0.021,05/13/2024 04:21:45 pm,0.238,9.319E-4,05/13/2024 04:22:27 pm,0.238,0.018,05/13/2024 04:23:23 pm,0.238,0.013,05/13/2024 04:23:45 pm,0.238,-0.069,05/13/2024 04:28:53 pm,0.238,0.485,05/13/2024 04:42:56 pm,0.238,0.357
05/13/2024 04:07:53 pm,0.739,0.023,05/13/2024 04:11:10 pm,-0.261,0.000,05/13/2024 04:11:41 pm,-0.261,0.002,05/13/2024 04:12:31 pm,-0.261,-0.002,05/13/2024 04:13:24 pm,-0.261,7.766E-4,05/13/2024 04:14:18 pm,0.239,-4.659E-4,05/13/2024 04:15:14 pm,0.239,0.100,05/13/2024 04:17:21 pm,0.239,-0.013,05/13/2024 04:19:30 pm,0.239,0.003,05/13/2024 04:19:38 pm,0.239,0.018,05/13/2024 04:21:45 pm,0.239,9.319E-4,05/13/2024 04:22:27 pm,0.239,0.014,05/13/2024 04:23:23 pm,0.239,0.033,05/13/2024 04:23:45 pm,0.239,-0.065,05/13/2024 04:28:53 pm,0.239,0.487,05/13/2024 04:42:56 pm,0.239,0.287
05/13/2024 04:07:53 pm,0.740,0.020,05/13/2024 04:11:10 pm,-0.260,0.002,05/13/2024 04:11:41 pm,-0.260,0.003,05/13/2024 04:12:31 pm,-0.260,-7.766E-4,05/13/2024 04:13:24 pm,-0.260,1.553E-4,05/13/2024 04:14:18 pm,0.240,-7.766E-4,05/13/2024 04:15:14 pm,0.240,0.098,05/13/2024 04:17:21 pm,0.240,-0.009,05/13/2024 04:19:30 pm,0.240,0.006,05/13/2024 04:19:38 pm,0.240,0.014,05/13/2024 04:21:45 pm,0.240,0.001,05/13/2024 04:22:27 pm,0.240,0.011,05/13/2024 04:23:23 pm,0.240,0.056,05/13/2024 04:23:45 pm,0.240,-0.057,05/13/2024 04:28:53 pm,0.240,0.449,05/13/2024 04:42:56 pm,0.240,0.198
05/13/2024 04:07:53 pm,0.741,0.023,05/13/2024 04:11:10 pm,-0.259,0.001,05/13/2024 04:11:41 pm,-0.259,0.000,05/13/2024 04:12:31 pm,-0.259,-6.213E-4,05/13/2024 04:13:24 pm,-0.259,1.553E-4,05/13/2024 04:14:18 pm,0.241,-7.766E-4,05/13/2024 04:15:14 pm,0.241,0.068,05/13/2024 04:17:21 pm,0.241,-0.007,05/13/2024 04:19:30 pm,0.241,0.007,05/13/2024 04:19:38 pm,0.241,0.006,05/13/2024 04:21:45 pm,0.241,0.002,05/13/2024 04:22:27 pm,0.241,0.008,05/13/2024 04:23:23 pm,0.241,0.076,05/13/2024 04:23:45 pm,0.241,-0.045,05/13/2024 04:28:53 pm,0.241,0.371,05/13/2024 04:42:56 pm,0.241,0.106
05/13/2024 04:07:53 pm,0.742,0.024,05/13/2024 04:11:10 pm,-0.258,0.002,05/13/2024 04:11:41 pm,-0.258,4.702E-4,05/13/2024 04:12:31 pm,-0.258,-0.001,05/13/2024 04:13:24 pm,-0.258,3.106E-4,05/13/2024 04:14:18 pm,0.242,-7.766E-4,05/13/2024 04:15:14 pm,0.242,0.023,05/13/2024 04:17:21 pm,0.242,-0.005,05/13/2024 04:19:30 pm,0.242,0.010,05/13/2024 04:19:38 pm,0.242,0.001,05/13/2024 04:21:45 pm,0.242,0.003,05/13/2024 04:22:27 pm,0.242,0.006,05/13/2024 04:23:23 pm,0.242,0.088,05/13/2024 04:23:45 pm,0.242,-0.035,05/13/2024 04:28:53 pm,0.242,0.277,05/13/2024 04:42:56 pm,0.242,0.016
05/13/2024 04:07:53 pm,0.743,0.021,05/13/2024 04:11:10 pm,-0.257,9.405E-4,05/13/2024 04:11:41 pm,-0.257,-9.405E-4,05/13/2024 04:12:31 pm,-0.257,-0.001,05/13/2024 04:13:24 pm,-0.257,1.553E-4,05/13/2024 04:14:18 pm,0.243,-4.659E-4,05/13/2024 04:15:14 pm,0.243,-0.031,05/13/2024 04:17:21 pm,0.243,-0.004,05/13/2024 04:19:30 pm,0.243,0.015,05/13/2024 04:19:38 pm,0.243,-0.003,05/13/2024 04:21:45 pm,0.243,0.004,05/13/2024 04:22:27 pm,0.243,0.004,05/13/2024 04:23:23 pm,0.243,0.088,05/13/2024 04:23:45 pm,0.243,-0.027,05/13/2024 04:28:53 pm,0.243,0.171,05/13/2024 04:42:56 pm,0.243,-0.069
